model,COMBO_011_R01,COMBO_011_R02,COMBO_011_R03,COMBO_011_R04,COMBO_011_R05,COMBO_011_R06,COMBO_011_R07,COMBO_011_R08,COMBO_011_R09,COMBO_011_R10,COMBO_011_R11,COMBO_011_R12,COMBO_011_R13,COMBO_011_R14,COMBO_011_R15,COMBO_011_R16,COMBO_011_R17,COMBO_011_R18,COMBO_011_R19,COMBO_011_R20,COMBO_011_R21,COMBO_011_R22,COMBO_011_R23,COMBO_011_R24,COMBO_011_R25,COMBO_011_R26,COMBO_011_R27,COMBO_011_R28,COMBO_011_R29,COMBO_011_R30,COMBO_025_R01,COMBO_025_R02,COMBO_025_R03,COMBO_025_R04,COMBO_025_R05,COMBO_025_R06,COMBO_025_R07,COMBO_025_R08,COMBO_025_R09,COMBO_025_R10,COMBO_025_R11,COMBO_025_R12,COMBO_025_R13,COMBO_025_R14,COMBO_025_R15,COMBO_025_R16,COMBO_025_R17,COMBO_025_R18,COMBO_025_R19,COMBO_025_R20,COMBO_025_R21,COMBO_025_R22,COMBO_025_R23,COMBO_025_R24,COMBO_025_R25,COMBO_025_R26,COMBO_025_R27,COMBO_025_R28,COMBO_025_R29,COMBO_025_R30,COMBO_030_R01,COMBO_030_R02,COMBO_030_R03,COMBO_030_R04,COMBO_030_R05,COMBO_030_R06,COMBO_030_R07,COMBO_030_R08,COMBO_030_R09,COMBO_030_R10,COMBO_030_R11,COMBO_030_R12,COMBO_030_R13,COMBO_030_R14,COMBO_030_R15,COMBO_030_R16,COMBO_030_R17,COMBO_030_R18,COMBO_030_R19,COMBO_030_R20,COMBO_030_R21,COMBO_030_R22,COMBO_030_R23,COMBO_030_R24,COMBO_030_R25,COMBO_030_R26,COMBO_030_R27,COMBO_030_R28,COMBO_030_R29,COMBO_030_R30,COMBO_031_R01,COMBO_031_R02,COMBO_031_R03,COMBO_031_R04,COMBO_031_R05,COMBO_031_R06,COMBO_031_R07,COMBO_031_R08,COMBO_031_R09,COMBO_031_R10,COMBO_031_R11,COMBO_031_R12,COMBO_031_R13,COMBO_031_R14,COMBO_031_R15,COMBO_031_R16,COMBO_031_R17,COMBO_031_R18,COMBO_031_R19,COMBO_031_R20,COMBO_031_R21,COMBO_031_R22,COMBO_031_R23,COMBO_031_R24,COMBO_031_R25,COMBO_031_R26,COMBO_031_R27,COMBO_031_R28,COMBO_031_R29,COMBO_031_R30,COMBO_044_R01,COMBO_044_R02,COMBO_044_R03,COMBO_044_R04,COMBO_044_R05,COMBO_044_R06,COMBO_044_R07,COMBO_044_R08,COMBO_044_R09,COMBO_044_R10,COMBO_044_R11,COMBO_044_R12,COMBO_044_R13,COMBO_044_R14,COMBO_044_R15,COMBO_044_R16,COMBO_044_R17,COMBO_044_R18,COMBO_044_R19,COMBO_044_R20,COMBO_044_R21,COMBO_044_R22,COMBO_044_R23,COMBO_044_R24,COMBO_044_R25,COMBO_044_R26,COMBO_044_R27,COMBO_044_R28,COMBO_044_R29,COMBO_044_R30
COMBO_011_R17,0.943073,4.655450,5.738825,6.878543,7.978271,5.301650,2.601717,5.552365,7.892020,1.217160,7.563482,7.810701,8.372363,7.214962,7.661768,7.968329,0.000000,2.217793,1.708895,7.895139,8.398609,1.637126,1.021726,1.905842,2.789237,8.195644,0.907671,1.387787,1.180025,2.313465,3.463593,3.824838,8.799584,3.961020,8.773927,9.232359,8.055719,3.036240,3.316992,5.063977,4.256918,3.381046,3.708016,3.035677,3.537628,4.631738,4.563380,3.111424,3.969738,3.163405,3.376679,4.912428,3.484959,3.793673,3.414401,3.696791,4.374230,3.851076,8.632726,5.577560,10.181650,10.111622,7.538281,10.125117,10.127021,7.989645,9.283279,9.977190,8.160185,8.365238,10.149790,9.994834,9.603726,9.752594,9.556864,10.335367,9.375170,9.485600,7.046751,8.580259,9.418133,10.064258,9.963194,8.615523,10.284006,9.625976,9.206208,10.240332,9.189972,10.109714,7.134603,6.317079,5.930116,7.399144,8.071741,7.638884,8.161391,7.910876,7.605284,9.221149,8.263719,7.364406,7.696685,7.856683,8.316058,10.811544,7.130214,7.403027,7.902157,7.784403,7.719008,8.293253,7.297318,7.661213,7.629653,7.545245,6.376492,7.993018,8.478547,9.675658,7.079704,6.389575,7.961400,6.818886,6.829676,7.900951,5.874195,8.520268,6.809340,6.432566,5.715291,6.993828,8.050296,6.823723,8.659574,7.002120,8.580687,6.050321,6.456139,6.095344,6.980263,7.916366,8.546705,7.118043,6.680160,5.576888,7.887798,7.102506,8.473533,7.093455
COMBO_011_R18,2.596360,5.788238,6.651508,7.567592,6.942734,6.521498,0.761223,6.538544,6.842430,2.737324,6.456078,6.747004,7.836228,7.863328,6.574451,6.910526,2.217793,0.000000,3.387603,6.864914,7.982077,3.195655,2.942774,1.180255,2.573056,6.823054,1.524974,2.833327,2.474534,1.091420,4.624135,4.722404,8.882265,4.626260,8.224724,9.699045,8.455754,4.495065,4.540707,6.348437,5.327434,4.477868,4.757931,4.486468,4.364816,5.632576,5.488582,4.656844,5.256609,4.708222,4.417914,5.725787,4.771211,4.649681,4.528536,5.305930,4.779370,4.293324,8.301284,6.849303,9.742715,9.743371,6.701945,9.752375,9.780230,7.050952,9.410524,9.518363,7.051263,7.246623,9.694433,9.561954,9.704397,9.878850,9.725782,9.824980,9.408089,9.675332,6.518488,7.462931,9.628501,9.861793,9.552434,7.480198,9.802294,9.341204,9.237680,9.782532,9.381514,9.764113,7.119831,4.957250,4.714718,7.381197,8.033719,7.735774,8.250964,7.894352,7.671565,9.279239,9.044281,7.280692,6.858234,7.929662,8.427959,10.530714,7.086984,7.573854,8.017994,7.851528,7.877348,8.334349,7.445375,7.827052,7.767241,7.574064,5.014100,8.100327,8.598592,9.701856,5.726857,4.933383,6.788159,7.799984,5.423419,8.291992,4.415833,9.071668,7.764260,4.860289,4.652278,7.946289,8.763406,7.794216,8.940647,8.022375,8.887014,5.139019,7.431399,4.865847,7.930031,8.289165,8.881746,8.028997,5.164549,4.630068,6.678433,8.082075,8.753155,8.063623
COMBO_011_R19,1.489967,4.006948,4.899201,6.568405,8.581093,4.511869,3.712080,4.873132,8.494744,1.197723,8.172524,8.417720,8.576236,6.925552,8.283177,8.578670,1.708895,3.387603,0.000000,8.495303,8.503380,1.503002,1.192008,3.390911,3.225746,8.804909,2.332229,0.741494,1.359397,3.505987,3.230553,3.682766,8.454838,4.063588,8.907816,8.778266,7.558025,2.585967,2.998250,4.620596,4.176874,3.185056,3.434374,2.545238,3.624896,4.468309,4.491739,2.391633,3.888933,2.539711,3.064475,4.877859,3.116462,3.857957,3.325790,3.293963,4.493211,3.980730,8.618090,5.042215,10.368719,10.272272,8.420630,10.287124,10.252352,8.856353,9.135814,10.163292,8.728155,8.922014,10.343444,10.168733,9.570131,9.721448,9.456995,10.571469,9.337809,9.419354,7.675472,9.120172,9.331548,10.137298,10.130375,9.169487,10.501939,9.695267,9.097394,10.452172,9.092594,10.245815,7.746430,7.282971,6.992332,7.988932,8.515140,8.094165,8.633033,8.439938,8.139070,9.063614,7.871135,7.990566,8.184960,8.304931,8.776589,11.410403,7.735860,7.839867,8.364651,8.280867,8.164884,8.777711,7.790914,8.108711,8.096959,8.088587,7.361569,8.428669,8.754380,9.533503,7.628381,7.150566,8.427768,6.046290,7.567572,7.473264,6.662086,7.814159,6.198711,7.151521,6.337638,6.235892,7.333496,6.171497,8.629407,6.116232,8.559385,6.668975,5.929170,6.878790,6.219886,7.503558,8.539667,6.386985,7.358369,6.263182,8.333247,6.303109,8.458776,6.276014
COMBO_011_R20,8.106634,8.524501,8.540539,8.343063,1.011347,8.365728,6.840240,8.519713,1.016576,8.064725,1.105535,1.038803,4.785683,8.458783,1.263080,1.160478,7.895139,6.864914,8.495303,0.000000,5.392979,8.490702,8.194097,7.081913,7.270219,4.264215,7.583019,8.164726,8.076173,6.806937,9.618430,7.988544,8.533106,8.772637,9.524062,9.407079,7.920590,9.513780,9.567491,10.212624,9.973346,9.591102,9.896044,9.544714,9.446062,9.584279,9.413702,9.611704,9.187232,9.578348,9.638073,9.662101,9.635586,8.801328,9.427438,9.965273,9.759709,9.336568,9.929570,10.790408,6.859544,7.225588,6.342566,6.346246,7.104376,6.463205,8.077670,6.691492,4.764768,4.672701,6.608444,6.657627,7.782968,8.057124,7.959911,6.665167,7.143536,7.902938,7.411828,4.363707,7.887696,7.814259,6.702723,4.230952,6.815376,6.873596,7.489648,6.494132,7.668653,7.145867,7.980749,6.036493,6.711046,8.106969,7.694384,7.490835,7.992596,8.067989,8.115421,8.414318,9.360961,8.184676,2.519142,8.066799,8.177087,9.449644,7.992982,7.732697,7.800785,7.963736,7.923516,8.527490,7.739255,8.156810,7.686960,7.873703,6.195372,7.667382,7.751517,8.128778,5.258079,4.356933,5.026600,8.586154,4.107985,7.478073,4.640668,9.579839,7.885418,4.886637,5.850325,8.512370,8.758071,7.946388,7.376867,8.767116,7.438271,6.052846,8.703730,4.713202,8.515239,7.418422,7.585299,8.428380,4.824263,6.084913,5.132198,8.521499,7.228853,8.547256
COMBO_011_R21,8.601890,7.972208,8.294612,9.366623,5.381594,8.269798,7.892526,8.659425,5.417632,8.362111,5.635538,5.414535,2.078803,9.491247,5.589486,5.178009,8.398609,7.982077,8.503380,5.392979,0.000000,8.762454,8.506480,8.052901,7.987271,6.164381,8.327727,8.523240,8.522863,8.045729,9.082064,9.053197,6.671575,9.324089,11.125767,8.179667,5.195011,9.052490,9.007071,9.690601,9.246125,9.183595,9.483751,9.097620,9.291607,9.449302,9.368599,8.977689,9.307771,8.945404,9.277186,9.792059,8.912724,9.403373,8.922679,9.218989,10.139096,9.609015,11.133916,10.010877,5.376639,5.618727,9.279578,5.137908,5.410550,9.244963,6.006256,5.309387,8.425696,8.294049,5.251376,5.107931,5.375497,5.723061,5.578886,5.512621,4.570857,5.677798,9.866129,7.889128,5.621281,5.752218,5.177996,7.838056,5.479950,4.470892,4.957154,5.310036,5.437850,5.377494,8.415270,6.970968,7.731885,8.308612,7.411416,8.301988,8.577728,8.803643,8.632730,6.839615,6.832379,8.468855,3.895622,8.223025,8.859303,10.308842,8.375183,8.449298,8.425654,8.610733,8.226230,8.475092,8.217090,8.088717,8.419859,8.533172,7.185629,8.170330,7.978967,6.863930,6.679289,7.405756,5.868607,6.887840,7.430630,4.535750,7.637225,6.750325,7.187182,5.884170,8.731541,7.080778,7.059685,7.130860,6.855560,7.272803,6.952626,8.745022,8.042684,7.883488,6.864750,4.426250,7.103787,7.059363,5.723283,8.838504,6.099619,6.853851,6.698073,6.889879
COMBO_011_R22,0.790219,4.209528,4.997475,6.675999,8.562351,4.722913,3.502304,4.803110,8.459337,2.093494,8.063759,8.376411,8.875472,7.005680,8.192221,8.591244,1.637126,3.195655,1.503002,8.490702,8.762454,0.000000,0.958425,3.189867,3.283612,8.468594,1.918611,1.298700,1.789677,3.152116,3.410349,3.452721,8.312096,4.139905,7.992426,8.567038,7.642785,2.886772,3.204853,4.906046,4.447689,3.198678,3.255088,2.751309,3.493284,4.861524,4.888575,2.679138,4.210258,2.933931,2.777712,5.041332,3.459321,4.070564,3.639151,3.445950,3.730113,3.428829,7.715282,5.276639,10.616151,10.501736,8.469777,10.574634,10.534865,8.975897,9.629513,10.364356,8.169593,8.384330,10.581698,10.405967,10.179256,10.348742,10.064609,10.790967,9.866369,9.985694,7.669119,8.619465,9.906485,10.488714,10.355516,8.702184,10.737835,10.029746,9.527084,10.715321,9.665508,10.526696,8.295103,7.213281,7.020013,8.545761,9.107761,8.677416,9.176802,8.920266,8.665547,9.535905,8.635608,8.515395,8.296580,8.851266,9.289470,11.641109,8.287089,8.433247,8.933491,8.794366,8.786717,9.332071,8.411376,8.778543,8.671141,8.619225,7.338867,9.007684,9.282869,9.988186,7.157441,6.719827,8.031121,6.393107,7.150565,7.722005,6.228802,7.941533,6.543335,6.810159,5.758879,6.533291,7.468361,6.519929,8.873566,6.424275,8.835692,5.999090,6.197246,6.402451,6.565297,7.749529,8.858102,6.679790,7.016078,5.579357,7.928312,6.655710,8.716350,6.600451
COMBO_011_R23,0.697926,3.926401,4.960823,6.385714,8.280865,4.548854,3.306981,4.755744,8.185637,1.420888,7.856307,8.108291,8.567905,6.733975,7.960401,8.293977,1.021726,2.942774,1.192008,8.194097,8.506480,0.958425,0.000000,2.798906,2.993624,8.377519,1.624432,1.001276,1.481764,2.956026,3.443776,3.549615,8.623167,4.129515,8.483472,8.819725,7.727496,2.878917,3.241164,4.962833,4.361152,3.345216,3.583081,2.818861,3.650204,4.752645,4.734897,2.756969,4.023900,2.895360,3.162360,5.069166,3.401504,3.980913,3.515273,3.496918,4.347250,3.877960,8.269643,5.435140,10.258017,10.160885,7.940695,10.186592,10.173602,8.440817,9.194963,10.045612,8.219270,8.419231,10.224924,10.064217,9.686900,9.843601,9.588564,10.427740,9.428840,9.520954,7.172332,8.640435,9.440639,10.099694,10.019774,8.686831,10.373996,9.647454,9.141123,10.332637,9.196090,10.165382,7.647048,6.938384,6.641087,7.913352,8.456646,7.973077,8.512363,8.265797,7.995814,9.103157,8.235848,7.915440,7.984008,8.191675,8.632737,11.149491,7.648035,7.738213,8.243784,8.118370,8.100511,8.706662,7.718243,8.100036,7.969151,7.934762,7.006337,8.322255,8.591911,9.543869,7.270679,6.713002,8.094227,6.269765,7.123062,7.597923,6.218315,8.132529,6.282423,6.812839,5.891996,6.423665,7.498707,6.285341,8.472378,6.378392,8.404121,6.193274,6.063602,6.377160,6.439069,7.624634,8.385835,6.560626,7.025485,5.748076,8.012188,6.540537,8.307686,6.491636
COMBO_011_R24,2.520705,5.848536,6.958798,7.709385,7.157006,6.634856,1.414224,6.805177,7.069258,2.627694,6.731193,6.981732,7.878860,7.999373,6.822379,7.116289,1.905842,1.180255,3.390911,7.081913,8.052901,3.189867,2.798906,0.000000,3.046070,7.327663,1.411895,2.942598,2.415241,1.318257,4.424683,4.586546,9.064733,4.428147,8.909403,9.740692,8.567902,4.294471,4.354401,6.124922,5.027233,4.322760,4.664828,4.311655,4.215934,5.329788,5.164257,4.508961,4.898704,4.511175,4.404170,5.465771,4.536639,4.408845,4.270309,4.925898,4.853046,4.384133,8.963524,6.663381,9.895144,9.884117,6.855238,9.857188,9.910785,7.231800,9.547000,9.704058,7.531236,7.734512,9.837450,9.716219,9.667983,9.825967,9.710801,9.986683,9.405495,9.630919,6.756921,7.929680,9.587413,9.946943,9.691917,7.944220,9.959068,9.518420,9.387894,9.908099,9.367618,9.894805,6.760664,5.138381,4.750424,7.014967,7.731617,7.484913,7.985801,7.681075,7.376138,9.465871,8.757276,6.946526,6.943681,7.679623,8.191839,10.429963,6.759173,7.313999,7.749419,7.588957,7.553935,8.021071,7.103600,7.453382,7.496456,7.285813,5.212707,7.827803,8.448335,9.918279,6.303844,5.454629,7.220199,7.708279,5.913778,8.324378,4.957881,9.073310,7.709623,5.325134,5.186511,7.881954,8.768217,7.731413,8.971122,7.964184,8.900618,5.542190,7.231574,5.289741,7.845874,8.320482,8.874886,7.967342,5.625787,5.079247,7.173322,7.991992,8.764545,8.012302
COMBO_011_R25,2.916765,4.653497,5.547316,6.820563,7.330030,5.524007,2.714403,5.484207,7.245044,2.891826,6.868525,7.166914,8.127714,7.134208,7.033961,7.277070,2.789237,2.573056,3.225746,7.270219,7.987271,3.283612,2.993624,3.046070,0.000000,7.232466,2.497677,2.849442,3.059156,2.784770,4.785029,4.883783,8.941891,4.866310,8.051431,10.135294,8.379747,4.815308,4.641580,6.179819,5.604403,4.708444,5.040693,4.827644,4.848851,5.724029,5.640055,4.774518,5.471306,4.869373,4.491314,6.026016,4.823384,5.179101,4.701717,5.672773,5.761478,4.884797,7.945885,6.525235,9.304497,9.257571,6.226640,9.354595,9.273831,6.644286,8.588265,9.127535,7.288448,7.443686,9.286098,9.154681,9.245155,9.402258,9.130845,9.435411,8.810151,9.036085,5.889216,7.690847,8.958229,9.247332,9.119605,7.643292,9.389685,8.785499,8.332676,9.361514,8.882480,9.289356,7.188750,5.695373,5.462693,7.524228,8.116786,7.704361,8.263523,7.780281,7.622883,8.015081,8.795171,7.458309,7.413264,7.835403,8.390483,10.746877,7.190159,7.527275,8.012313,7.776062,7.963103,8.406826,7.544327,8.047135,7.724549,7.522888,5.563204,8.092883,8.343469,8.465988,6.115505,5.600570,7.134636,7.622941,6.059290,8.173661,5.128217,9.308594,7.418431,5.609590,5.310160,7.783479,8.771980,7.479235,8.644311,7.719191,8.572608,5.662020,7.504656,5.304627,7.774972,8.190571,8.511233,7.888715,5.856727,5.348394,6.999359,7.825218,8.506592,7.677993
COMBO_011_R26,8.248624,8.401543,8.198549,8.652155,4.145028,8.723538,6.737476,8.253913,4.066191,8.589939,3.980011,4.066373,6.205289,8.734136,3.940763,4.237720,8.195644,6.823054,8.804909,4.264215,6.164381,8.468594,8.377519,7.327663,7.232466,0.000000,7.668787,8.391621,8.508641,6.786135,9.782128,8.773318,8.520499,9.372275,7.238495,9.282768,8.012705,9.736757,9.706350,10.804243,10.289891,9.644758,9.760837,9.669636,9.457521,10.405018,10.255993,9.674230,10.052672,9.787855,9.387888,10.400140,9.862454,9.617450,9.741598,10.351931,9.286917,8.962150,7.837483,11.307044,7.042538,7.256991,7.233470,7.038225,7.357906,7.518091,8.627007,6.683960,4.208060,4.033836,6.854178,6.843933,9.176004,9.485064,9.271473,6.838669,8.385466,9.136055,7.251331,3.760366,9.111612,8.132979,6.894610,3.679958,6.968927,7.021648,7.958318,7.007288,8.873529,7.381509,9.820704,5.875393,6.849527,9.951833,9.515612,9.445245,9.837185,9.680844,9.814624,8.836744,10.817794,10.024465,4.929663,9.617186,9.914907,10.359070,9.812733,9.604732,9.669018,9.642946,9.876041,10.265490,9.727733,10.149076,9.551670,9.622640,6.000894,9.573072,9.159824,8.596155,3.170556,3.879357,2.802019,9.060902,3.691297,7.717456,4.298534,9.490974,8.600801,3.646129,5.474866,8.965028,8.875192,8.666311,7.715406,9.145392,7.831988,5.649159,9.274936,4.554454,9.023958,7.676519,8.017368,8.898239,3.445057,5.669868,2.841428,9.069710,7.658095,8.936054
COMBO_011_R27,1.266075,5.013871,5.977363,7.166134,7.655672,5.711970,1.883857,5.792446,7.558137,1.883460,7.182291,7.470115,8.268193,7.488211,7.297192,7.636387,0.907671,1.524974,2.332229,7.583019,8.327727,1.918611,1.624432,1.411895,2.497677,7.668787,0.000000,1.846293,1.639814,1.646025,3.900739,4.099471,8.725102,4.190934,8.320082,9.416375,8.190193,3.600504,3.774189,5.509132,4.710653,3.753313,4.011117,3.573339,3.797154,5.060417,4.975624,3.672430,4.477346,3.764798,3.622050,5.235981,4.000766,4.121191,3.879020,4.306264,4.317340,3.854286,8.244372,5.990333,10.084903,10.024320,7.239800,10.071688,10.058508,7.677703,9.385047,9.858989,7.650970,7.858014,10.044010,9.898503,9.762699,9.924932,9.724925,10.216101,9.498466,9.676132,6.846687,8.095370,9.614301,10.047795,9.864783,8.129598,10.173855,9.592280,9.272528,10.142971,9.371324,10.049813,7.329673,5.850959,5.551531,7.600128,8.291564,7.892856,8.401854,8.098310,7.829131,9.250855,8.714738,7.534643,7.493884,8.097544,8.555244,10.863025,7.321047,7.679818,8.156761,8.008784,7.999962,8.519866,7.572229,7.953798,7.891230,7.757606,5.914032,8.251069,8.732869,9.705566,6.459069,5.782725,7.429881,7.255755,6.256251,8.080274,5.253956,8.725953,7.266812,5.795636,5.187944,7.417104,8.350505,7.284633,8.879325,7.431969,8.816014,5.548068,6.885820,5.534643,7.407987,8.090183,8.798826,7.530344,6.062049,5.045492,7.348492,7.541035,8.700960,7.511393
COMBO_011_R28,1.072748,4.166382,5.007660,6.482764,8.253829,4.668563,3.200305,4.907985,8.162161,1.119927,7.817883,8.088594,8.564600,6.834781,7.932976,8.273265,1.387787,2.833327,0.741494,8.164726,8.523240,1.298700,1.001276,2.942598,2.849442,8.391621,1.846293,0.000000,1.023984,2.922964,3.441676,3.444095,8.606567,4.055633,8.465547,8.841039,7.727867,2.911842,3.233363,4.965806,4.421020,3.331513,3.565477,2.859875,3.645070,4.692380,4.685093,2.822338,4.137362,2.963224,3.167848,5.008045,3.420732,3.920149,3.525097,3.684806,4.306339,3.803271,8.248552,5.427496,10.381723,10.306593,8.045461,10.299629,10.298631,8.511230,9.284967,10.164352,8.220992,8.425003,10.343893,10.182615,9.759157,9.921807,9.669359,10.550431,9.492427,9.609503,7.317630,8.646282,9.528107,10.247959,10.148257,8.697727,10.498133,9.736498,9.229446,10.450254,9.272954,10.295288,7.730772,7.012013,6.732362,7.991719,8.539550,8.087084,8.642762,8.384921,8.119294,9.177355,8.302012,7.981307,7.984289,8.302777,8.775577,11.328513,7.717919,7.847949,8.369968,8.249902,8.211434,8.812953,7.819815,8.186872,8.093524,8.052429,7.085874,8.446068,8.739255,9.631573,7.215568,6.614734,8.102680,6.344374,7.036231,7.645331,6.104893,8.099517,6.396488,6.760330,5.742106,6.492982,7.529169,6.385338,8.630079,6.420128,8.567319,6.122533,6.089968,6.340435,6.506339,7.673974,8.561096,6.625535,6.984018,5.675732,7.989199,6.611402,8.460470,6.571999
COMBO_011_R29,1.279896,4.944547,5.905263,7.014949,8.165650,5.434087,2.853254,5.791662,8.086945,0.954071,7.738036,8.013362,8.509733,7.345360,7.849474,8.179435,1.180025,2.474534,1.359397,8.076173,8.522863,1.789677,1.481764,2.415241,3.059156,8.508641,1.639814,1.023984,0.000000,2.604778,3.162193,3.436920,8.744735,3.685885,8.895819,9.004376,7.991345,2.774125,3.013030,4.858350,4.038996,3.061090,3.386006,2.784486,3.251064,4.314165,4.273916,2.925414,3.893272,2.963033,3.147985,4.566832,3.212926,3.533877,3.153149,3.498605,4.084784,3.558207,8.717217,5.347327,10.549561,10.498960,8.049075,10.456998,10.494803,8.461771,9.606143,10.342197,8.371000,8.589809,10.515519,10.347706,9.845900,9.998452,9.812517,10.707768,9.596852,9.717050,7.580375,8.788133,9.651181,10.449154,10.325187,8.848746,10.658468,9.956528,9.516577,10.601507,9.426846,10.470251,7.307974,6.703668,6.330283,7.547684,8.218756,7.871107,8.405623,8.148746,7.837582,9.596742,8.253785,7.486641,7.839636,8.068861,8.580946,11.139602,7.274086,7.619493,8.150591,8.033357,7.923460,8.467815,7.495941,7.816814,7.881722,7.783544,6.811447,8.228980,8.740939,10.078171,7.301509,6.544461,8.226951,6.731282,6.986052,7.938043,6.028578,8.321887,6.813868,6.649336,5.742727,6.905661,7.932485,6.799284,8.889793,6.881279,8.824369,6.118693,6.304962,6.321898,6.892156,7.954470,8.818590,7.032398,6.904041,5.677500,8.114409,7.019219,8.688162,7.048823
COMBO_011_R30,2.594564,5.789824,6.656361,7.525511,6.883876,6.438060,1.347558,6.494688,6.787336,2.959703,6.373150,6.697252,7.930440,7.816225,6.504658,6.883764,2.313465,1.091420,3.505987,6.806937,8.045729,3.152116,2.956026,1.318257,2.784770,6.786135,1.646025,2.922964,2.604778,0.000000,4.797268,4.422377,8.839286,4.600017,8.052682,9.515743,8.372536,4.675635,4.710098,6.330064,5.534063,4.623276,4.858340,4.649515,4.496238,5.691790,5.553406,4.822367,5.353325,4.892365,4.533195,5.749183,4.958760,4.666309,4.739982,5.315548,4.742258,4.303416,8.143416,6.875780,9.908257,9.892083,6.825078,9.873696,9.954803,7.220050,9.620130,9.670240,6.866156,7.080339,9.845405,9.716951,9.901330,10.086502,9.927387,9.982594,9.567114,9.848559,6.561099,7.304484,9.798840,10.049868,9.685222,7.336640,9.967671,9.518723,9.398192,9.918799,9.545151,9.937682,7.357534,5.262955,5.078261,7.618931,8.253657,7.946943,8.460180,8.128182,7.894455,9.478789,9.218258,7.552807,6.878327,8.140643,8.631022,10.724174,7.353629,7.790201,8.220262,8.059598,8.095443,8.574670,7.657140,8.060054,7.962237,7.791340,5.352770,8.299632,8.787147,9.884256,5.620577,4.755594,6.727899,7.745690,5.239222,8.242998,4.209150,9.022587,7.706870,4.837979,4.349306,7.864695,8.635869,7.725573,8.945325,7.950332,8.902122,4.851165,7.267003,4.700492,7.867347,8.245571,8.915642,7.939735,5.143208,4.331945,6.570136,8.015902,8.759653,7.996993
COMBO_025_R01,3.456382,5.626717,6.695703,7.382590,9.632705,6.188410,5.010888,6.737841,9.581297,3.252849,9.269665,9.528394,9.413683,7.675573,9.339468,9.646848,3.463593,4.624135,3.230553,9.618430,9.082064,3.410349,3.443776,4.424683,4.785029,9.782128,3.900739,3.441676,3.162193,4.797268,0.000000,4.711002,8.561047,3.204688,9.512514,8.733278,8.202710,1.574974,0.320113,3.555726,1.242707,0.519994,1.218017,1.654343,1.158545,3.084012,3.131786,1.987886,3.468328,1.797405,1.502764,3.166467,0.602631,3.448230,0.671433,2.026862,3.646430,2.599661,9.093184,4.023504,10.864076,10.703630,9.498389,10.845886,10.754847,9.862715,10.095173,10.631005,9.779056,9.990079,10.859293,10.649849,10.082681,10.175457,10.028401,11.088467,9.841581,9.759198,8.744985,10.087877,9.717426,10.596877,10.644035,10.208651,11.002087,10.291053,9.835549,11.023934,9.711766,10.685702,7.161741,7.271874,6.780537,7.296039,8.010744,7.994943,8.286468,8.040914,7.687997,10.472618,7.470325,7.196150,8.969011,7.771911,8.454852,10.715879,7.116013,7.639564,8.160539,7.971288,7.843346,8.010189,7.481922,7.705389,7.944490,7.768865,7.479591,8.201006,8.870027,10.918262,8.746916,8.362298,9.452118,6.693738,8.787759,8.526871,7.925498,8.093088,6.917847,8.052705,7.637987,6.947411,8.150671,6.929266,9.080881,7.013114,9.028489,7.926219,6.817270,8.297750,6.906346,8.533204,9.021357,7.121629,8.232537,7.525804,9.383827,7.149188,8.862587,7.258268
COMBO_025_R02,3.391226,5.281590,6.033919,6.193813,8.090747,5.108553,4.984794,5.736333,8.020869,3.874374,7.650421,7.962424,9.202356,6.409896,7.757145,8.277540,3.824838,4.722404,3.682766,7.988544,9.053197,3.452721,3.549615,4.586546,4.883783,8.773318,4.099471,3.444095,3.436920,4.422377,4.711002,0.000000,8.880619,4.214348,8.399084,7.785608,7.864131,4.649332,4.581284,5.716228,5.582722,4.518062,4.622219,4.584528,4.616825,5.117028,5.108932,4.713004,4.778178,4.796383,4.487362,5.136998,4.792397,4.522715,4.846241,4.824382,4.699727,4.419344,8.254909,6.255319,11.231468,11.257026,8.752949,10.912126,11.217906,9.441093,10.646483,11.016023,7.620340,7.887313,11.140477,10.989489,10.811025,10.994075,10.779231,11.317796,10.277459,10.427727,8.157578,8.076989,10.360581,11.381620,10.965203,8.208461,11.330374,10.838034,10.396295,11.192623,10.216656,11.199881,8.385687,8.362678,8.147167,8.644761,9.074739,8.729631,9.271188,9.004119,8.714369,10.585360,9.011312,8.726032,8.083617,8.949263,9.401060,11.828376,8.462883,8.551999,9.013447,8.764455,8.921336,9.460645,8.516911,9.010930,8.722096,8.615095,8.575253,9.027929,9.213573,10.978524,7.660523,6.555623,8.397853,6.143373,6.808417,7.915570,6.160411,8.146860,6.028431,7.479623,5.279792,6.127368,6.981559,5.960187,8.682371,6.105885,8.674241,5.303954,5.141809,6.061024,6.257646,7.953692,8.777153,6.200532,7.664599,5.092512,8.296575,6.333113,8.480693,6.381350
